Source,ownership,Region,Name,Country,address,City and Region,State,description,Simple Category,Full Category,E-mail,Website,Phone,Facebook,Lat,Long,,Tools,Short blurb (NULL),Fablabs url (NULL),wiki_hackerspaces,Status,Flickr,YouTube,Ustream,Mailinglist,Last Updated,Open to Exchanges?,IRC,Date of founding,Number of members,Wiki,Twitter,GooglePlus / Facebook,Membership fee,Jabber,Open to Residencies?,City,State or District,"meetup, Eventbrite",Size of rooms,Original Long lat or degrees,,g_Address,g_LatLng,g_Icon,g_Id,g_Place_Id,g_Name,,g_Rating,g_Types,open_CONTACT FIRST NAME,open_CONTACT SURNAME,open_CONTACT POSITION,IMAGE URL,FUNCTION,THEME,FORM,FOCUS,SUBMITTER FIRST NAME,SUBMITTER SURNAME,SUBMITTER EMAIL,SUBMITTER ORGANISATION,ADDRESS 1,ADDRESS 2,ADDRESS 3,Address 4,POSTCODE,address_open,description_open,Full Category_open,Lat_open,Long_open,faire_category,faire_annual,faire_name,faire_year,faire_event_type,faire_event_start_date,,giz_impact
open euro list,,,The Office Group,United Kingdom,,London,,,Hub,,22@theofficegroup.co.uk,www.theofficegroup.co.uk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NW1 2FD,,,,,,,,,,,,,
open euro list,,,The Old Church Room,United Kingdom,,Somerset,,,Hub,,http://www.theoldchurchschool.co.uk/contact/,http://www.theoldchurchschool.co.uk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BA11 1HR,,,,,,,,,,,,,
open euro list,,,The Sewing Cafe,United Kingdom,,Hinckley,,,Hub,,hello@thesewingcafe.co.uk,http://www.thesewingcafe.co.uk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Le10 1DD,,,,,,,,,,,,,
open euro list,,,The Trampery,United Kingdom,,London,,,Hub,,frontdoor@thetrampery.com,http://www.thetrampery.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,
open euro list,,,The Woodstock Exchange,,,Cape Town,,,Hub,,,bandwidthbarn.org,,,,,,,,,,,,,,,,,,,,@BienalCerveira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
open euro list,,,Third Door,United Kingdom,,London,,,Hub,,hello@third-door.com,third-door.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SW18 1GG,,,,,,,,,,,,,
open euro list,,,Toolbox Turin,Italy,,Turin,,,Hub,,info@toolboxoffice.it,toolboxoffice.it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10134,,,,,,,,,,,,,
open euro list,,,Twenty Fifty,,,Cape Town,,,Hub,,,http://twentyfifty.co/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
open euro list,,,Urban Station,Latin America,,-,,,Hub,,,http://enjoyurbanstation.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,
open euro list,,,Urban Station Polanco,Mexico,,CD Mexico,,,Hub,,,http://mexico.enjoyurbanstation.com/en/home/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11560,,,,,,,,,,,,,
open euro list,,,Utopicus,Spain,,Madrid,,,Hub,,http://www.utopicus.es/en/us/contact,http://www.utopicus.es/en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28012,,,,,,,,,,,,,
open euro list,,,Van Nelle Fabriek,Netherlands,,Rotterdam,,,Hub,,info@vannellefabriekevents.com,http://vannellefabriek.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3044 BC,,,,,,,,,,,,,
open euro list,,,Velvet,Estonia,,Tallinn,,,Hub,,info@velvet.ee,http://www.velvet.ee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10414,,,,,,,,,,,,,
open euro list,,,VentureLab Twente,Netherlands,,Enschede,,,Hub,,,http://venturelabinternational.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,
open euro list,,,VIC - Virtual InCubator for the Creative Industries,United Kingdom,,Liverpool,,,Hub,,info@pacificstream.info,http://www.vicreative.co.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L1 4AZ,,,,,,,,,,,,,
open euro list,,,Volkskrantgebouw,Netherlands,,Amsterdam,,,Hub,,hello@volkshotel.nl,http://www.volkskrantgebouw.nl/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1091 GR,,,,,,,,,,,,,
open euro list,,,Vouga Park,Portugal,,Sever do Vouga,,,Hub,,,,,,,,,,,,Link doesn't work,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,
open euro list,,,We are good friends,Germany,,Berlin,,,Hub,,hello@wearegoodfriends.com,http://www.wearegoodfriends.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12047,,,,,,,,,,,,,
open euro list,,,We Create NYC,United States,,New York,,,Hub,,,wecreatenyc.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10003,,,,,,,,,,,,,
open euro list,,,WekCo,Spain,,Coruna,,,Hub,,welcome@wekco.net,wekco.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15190,,,,,,,,,,,,,
open euro list,,,WeLance AS,Norway,,Olso,,,Hub,,hello@welance.no,http://www.welance.no/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,,,,,,,,,,,,,
open euro list,,,Welannce,Germany,,Berlin,,,Hub,,,http://www.sharedesk.net/spaces/view/1425/hello/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10999,,,,,,,,,,,,,
open euro list,,,Westergasfabriek,Netherlands,,Amsterdam,,,Hub,,info@westergasfabriek.nl,http://www.westergasfabriek.nl/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1014 DA,,,,,,,,,,,,,
open euro list,,,Witte de With,Netherlands,,Rotterdam,,,Hub,,info@wdw.nl,http://www.wdw.nl/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3012 BR,,,,,,,,,,,,,
open euro list,,,Work District,United States,,"Washington, DC",,,Hub,,,workdistrict.com,,,,,,,,,Link doesn't work,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20009,,,,,,,,,,,,,
open euro list,,,Work Well,Netherlands,,-,,,Hub,,,www.work-well.nl,,,,,,,,,Link doesn't work,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,
open euro list,,,Writers Junction,United States,,Santa Monica,,,Hub,,,http://www.writersjunction.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90401,,,,,,,,,,,,,
open euro list,,,YES!Delft,Netherlands,,Delft,,,Hub,,info@yesdelft.nl,http://www.yesdelft.nl/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2629 JD,,,,,,,,,,,,,
open euro list,,,Zeepfabriek Rohm en Haas,Netherlands,,Amersfoort,,,Hub,,,,,,,,,,,,Link doesn't work,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,
open euro list,,,ZincShower,Spain,,Madrid,,,Hub,,info@zincshower.com,http://zincshower.com/en/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,
open euro list,,,Incubadora da Fundacao Bienal de Cerveira,Portugal,,Vila Nova Cerveira,,,Incubator,,,,,,,,,,,,Link doesn't work,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,
open euro list,,,Incubadora de Empresas da Universidade de Aveiro,Portugal,,Aveiro,,,Incubator,,,,,,,,,,,,Link doesn't work,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,
open euro list,,,Incubator Hungary,Hungary,,Kecskem_t,,,Incubator,,sales@etw.org,http://www.etw.org/2003/case_studies/eGov_hungary_startups.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,
open euro list,,,Innovation Centre (Leicester),United Kingdom,,Leicester,,,Incubator,,,http://www.dmu.ac.uk/business-services/facilities/the-innovation-centre/the-innovation-centre.aspx,,,,,,,,,Link doesn't work,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE1 9BH,,,,,,,,,,,,,
open euro list,,,Innovation Warehouse,United Kingdom,,London,,,Incubator,,london@innovationwarehouse.org,http://www.innovationwarehouse.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EC1A 9PT,,,,,,,,,,,,,
"open,",Non-Profit,Africa,iLab Liberia,Liberia,"20th Street and Payne Ave, Apt #5, Sinkor, Monrovia",Monrovia,,"iLab Liberia is a non-profit computer laboratory providing access to cutting-edge technology, expert IT assistance and a community leveraging technology for the good of Liberia. iLab offers free trainings in contextually relevant ICTs that are open to the public. iLab also hosts tech events and serves as a meet-up space for a range of tech enthusiasts and professionals. [ more ]",Fab Lab,Technology Hubs,kate@ilabliberia.org,http://ilabliberia.org/,,https://www.facebook.com/pages/iLab_Liberia/472860129453377?fref=ts,6.287989,-10.775293,,,,,,,,,,,,,,2011,,,@iLabLiberia,,,,,,,,,,,,,,,,,,,,Kate,Cummings,Co-Founder,http://movement.open.co/sites/default/files/styles/medium/public/ilab-liberia.jpeg?itok=ogZ68UQZ,"Learning, Mentoring",Tech,Physical,Local,,,,,20th Street and payne Avenue,"Apt #5, Sinkor",,Monrovia,,"20th Street and payne Avenue, Apt #5, Sinkor,  Monrovia, ","A non-profit computer laboratory providing access to technology, expert IT assistance and community-leveraging technology. The Lab offers free training in relevant technologies that are open to the public and hosts tech events to serve as a meet-up space for tech enthusiasts.",Co-working Space,6.28786,-10.775062,,,,,,,,
"open,",Informal group,Africa,iSpace,Ghana,"F618/2 Anumansa,Lokko Streets,146 East X_Borg Estates,OSU, Accra, Ghana",,,,Hub,Tech Hub,,http://ispacegh.com/,,https://www.facebook.com/ispacegh,5.55,-0.2,,,,,,,,,,,,,,2013,,,https://twitter.com/ispacegh,,,,,,,,,,,,,,,,,,,,,,,http://movement.open.co/sites/default/files/styles/medium/public/20140301_161942-1.jpg?itok=Oc5qS6-W,"Learning, Making, Working, Investing, Trading, Mentoring","Culture, Tech, Community, Youth",Physical,Local,,,,,Anumansa Street,Accra,Ghana,,,"Anumansa Street, Accra, Ghana,  ","The iSpace Foundation is a coworking tech and creative innovation space for startups, innovators, social entrepreneurs, creators, developers, technologists, designers and change makers in Accra, Ghana. Founded in 2013, iSpace fills an incredible gap in the ecosystem by providing an open environment where community, talent, management, entrepreneurship, business mentorship and research meet to join forces and innovate, while facilitating the connection of great minds, ideas and talent.iSpace provides members and the community at large with a state of the art co-working facility in the center of Accra. We offer our members a working space, high-speed Internet, mentorship opportunities, free access to iSpace events and trainings, resources and links to seed capital at an affordable rate. The impact of growth of an ecosystem happens when Resources, Connections and Training are provided.In the emerging ecosystem that we are working towards building and strengthening, iSpace has acquired a unique position. We operate at the intersection of social and technological innovation. This provides iSpace with the unique opportunity to merge social entrepreneurs with technological entrepreneurs, truly embodying the notion of collaboration and co-creation. We believe that it is at this intersection, where we can truly challenge the status quo, and where ideas and new innovations emerge, tackling issues from varying angles and perspectives, revealing fresh innovations and solutions for sustainable change.",Co-working Space,5.55551,-0.176507,,,,,,,,
"open,",,,SwahiliBox,Kenya,"National Museums of Kenya,   Close to Fort Jesus, Mombasa, Kenya",Mombasa,,,Hub,Tech hub,,http://swahilibox.co.ke/,,https://www.facebook.com/SwahiliBox,-4.043477,39.668207,,,,,,,,,,,,,,,,,https://twitter.com/swahilibox,,,,,,,,,,,,,,,,,,,,,,,http://movement.open.co/sites/default/files/styles/medium/public/B5ori4WCUAEVRUr.jpg_large.jpeg?itok=-srmNOoU,,,,,,,,,National Museums of Kenya,Close to Fort Jesus,,Mombasa,,"National Museums of Kenya, Close to Fort Jesus,  Mombasa, ","SwahiliBox is a project of M-Power (CBO). The Technology Open Space in Mombasa, Kenya which focuses on socio-economic technology empowerment, inspiring and developing individuals and help them develop new and innovative ideas through networking, access to training and support and professional mentoring and coaching. It brings together investors, donors, entrepreneurs, experts, artists, and other individuals and provides them with an opportunity to share knowledge, learn, find mentors and expound on their talents, abilities and innovative ideas that will lead to the development of Kenya and globally at large.",Co-working Space,36.814563,-1.273737,,,,,,,,
"open,",,,mHub,Malawi,"First Floor, Corporate Mall, Paul Kagame Road, ",,,"mHub is Malawi_s first technology and innovation hub based in Lilongwe. It is an open space where young technology enthusiasts, students, fresh graduates and innovators are nurtured with technical skills and supported to develop sustainable business models that are ultimately incubated.  The hub provides a platform for young technology entrepreneurs to expose their talent and facilitates linkages with the industry. mHub facilitates structured mentorship by well-established persons in business and technology to young technology entrepreneurs.mHub was founded in November 2013 by Rachel Sibande a young Malawian technology entrepreneur and enthusiast. mHub was set with a goal to enhance youth development in business and technology by creating a platform through which knowledge is shared and skills are transferred in ICT and business entrepreneurship.  mHub_s main activities are building a community of techies; mentoring; incubating technology start-ups; hosting developer groups; hackathons; developing technology solutions; conducting start-up camps and facilitating engagement with the corporate world. The hub has plans to establish a software development house, consulting and research units in the near future.",Hub,"Tech hub (computer programming and software), Business Incubator",,http://www.mhubmw.com/,,https://www.facebook.com/mhub.mw,,,,,,,,,,,,,,,,,,,https://twitter.com/mhub.mw,,,,,,,,,,,,,,,,,,,,,,,http://movement.open.co/sites/default/files/styles/medium/public/hub_1.jpg?itok=_85l5Yup,,,,,,,,,Corporate Mall,Lilongwe,,,,"Corporate Mall, Lilongwe, ","mHub is MalawiÖs first ever technology hub. An incubator for technology startups with a special focus on building young technology entrepreneurs through training, skills development and mentorship mHub was founded in November 2013 by Rachel Sibande a young Malawian entrepreneur in the technology space. The hub has other Directors in the names of Austin Madinga, Angel Chirwa, Soyapi Mumba and Elizabeth Chapita. Mhub was set with a goal to enhance youth development in business and technology by creating a platform through which knowledge is shared and skills are transferred in ICT and business entrepreneurship.",Co-working Space,33.774334,-13.961741,,,,,,,,
"open,",,,The Office,Rwanda,"P.O. Box 5748  Plot No. 5852  Rue de Masaka  Kiyovu, Nyarugenge  Kigali, Rwanda",Kigali,,"is a co-working space: a shared office where entrepreneurs, consultants, freelancers, small business owners, and remote employees can rent desk space and share the costs of a full-service office. / The Office is a coworking space, a community innovation hub, a physical entrepreneurial ecosystem, and an art gallery...among other things. [ more ]",Hub,"Technology Hubs,Business Incubators",jon@theoffice.rw,http://theoffice.rw,,http://facebook.com/theofficerw,-1.950851,30.061508,,,,,,,,,,,,,,2012,,,@theofficerw,,,,,,,,,,,,,,,,,,,,Jonathan ,Stever,MD,http://movement.open.co/sites/default/files/styles/medium/public/02-rwandan-tech.jpg?itok=NDq5BpVJ,,,,,Jonathan ,Stever,jon@theoffice.rw,,34 KN 41 Street,"Kiyovu, Nyarugenge",,Kigali,,"34 KN 41 Street, Kiyovu, Nyarugenge,  Kigali, ","The Office is a hub of hubs in Kigali, Rwanda. We collide artists, makers, entrepreneurs, freelancers, policy makers, investors and everyone in between to come together, explore, share and realize new possibilities.",Cluster,30.0695975,-1.9584318,,,,,,,,
"open,",Entrepreneur,Africa,FabLab Addis,Ethiopia,"Addis Ababa University, Piaza, We are located in Addis Ababa University; Alle school of fine arts and design around 4 killo next to natural science campus.",Addis Ababa,,,Hub,"University Tech Labs, fab labs",bereketnesh@yahoo.com,http://fablabaddis.wordpress.com/about/,,https://www.facebook.com/groups/107991747956/,8.980603,38.757761,,,,,,,,,,,,,,2014,,,@Fablab_addis,,,,,,,,,,,,,,,,,,,,Bereketnesh,Girma,Team,http://movement.open.co/sites/default/files/styles/medium/public/fablab-addis.jpeg?itok=jrXIguvu,"Making, Learning, Celebrating","Community, Tech",Physical,Local,,,,,Bereketnesh Girma,,Oromia,Addis Ababa,,"Bereketnesh Girma,  Oromia, Addis Ababa, ","Part of the Fab Lab network, a global collection of small-scale workshops containing the tools for personal digital fabrication.",Makerspace,38.746799,9.022736,,,,,,,,
"open,",Non-Profit,Africa,Mobile Web Ghana,Ghana,"Opposite Presec Basic School, Madina _ Greater Accra.",Akkra,,"Mobile Web Ghana is a community of mobile-technology entrepreneurs, developed as part of the World Wide Web Foundation's Mobile Entrepreneurship in Ghana program.    MWG provides mobile-technology entrepreneurship training, for anybody who wishes to develop mobile services and build businesses on them. Training sessions last 3 weeks and occur every 6 months in Accra.    The training sessions are followed by incubation periods, including technical mentorship (with local or remote experts), business mentorship, competitions, networking events, hacker space, etc.",Incubator,"Business Incubators,HackerSpaces,Technology Hubs",florence@mobilewebghana.org,http://www.mobilewebghana.org/,,https://www.facebook.com/MobileWebGhana,5.555717,-0.196306,,,,,,,,,,,,,,2010,,,@MobileWebGhana,,,,,,,,,,,,,,,,,,,,Florence,Toffa,Project coordinator,http://movement.open.co/sites/default/files/styles/medium/public/mobile-web-ghana.jpeg?itok=4FkJERq3,"Learning, Mentoring",Tech,Physical,Local,,,,,,Westland Boulevard Rd,Greater Accra Region,Akkra,,", Westland Boulevard Rd, Greater Accra Region, Akkra, ","A non-profit organisation to encourage mobile-technology entrepreneurs, by teaching how to create applications and develop a mobile business. It runs Mobile Entrepreneurship training sessions, including an incubation and mentorship programme, to boost mobile-technology in Ghana.",Co-working Space,5.667891,-0.167244,,,,,,,,
"open,",Government,Africa,Botswana Innovation Hub,Botswana,"Botswana Technology, Maranyane House Complex, Plot 50564, Samora Machel Drive., Gaborone",Gaborone,,StartUp 90,Incubator,"Business Incubators,Technology Hubs",info@bih.co.bw,http://www.bih.co.bw/,,https://www.facebook.com/pages/Botswana-Innovation-HUB/116504318507060?fref=ts,-24.679921,25.917644,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,,,,,,,,Alan‘,Boshwaen,CEO,http://movement.open.co/sites/default/files/styles/medium/public/botswana-innovation-hub.jpeg?itok=JBO-mDyx,"Working, Investing, Mentoring","Tech, Science",Physical,Regional,,,,,Machel Drive,Maranyane House,Plot 50654,Gaborone,P/Bag 00265,"Machel Drive, Maranyane House, Plot 50654, Gaborone, P/Bag 00265","A government-mandated institution which is the first Science and Technology Park in Botswana. BIH aims to transform Botswana into a technology-driven and knowledge-based economy and has four focal sectors: Biotechnology, Energy & Environment, ICT and Mining Technologies.",Cluster,-24.680479,25.918366,,,,,,,,
"open,",Corporation,Africa,Umbono,South Africa,"Umbono, Old Castle Brewery, 6 beach road, woodstock",Cape Town,,"The Umbono program will help transform your vision into a business. Your idea ___ probably web or mobile deployed ___ is exciting on many levels: for your future users, potential investors, and for the people on your team building it.",Incubator,"Business Incubators,Technology Hubs",capetown.hosts@the-hub.net,http://www.google.co.za/intl/en/umbono/index.html,,,-33.924674,18.448667,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,,,,,,,,Johanna,Koller,Program Manager,http://movement.open.co/sites/default/files/styles/medium/public/umbono.jpeg?itok=PY2zk_s7,"Mentoring, Learning",Tech,Physical,Regional,,,,,Unit 102 Old Castle Brewery,6 Beach Road,Woodstock 7429,Cape Town,,"Unit 102 Old Castle Brewery, 6 Beach Road, Woodstock 7429, Cape Town, ","An initiative incubating and accelerating African Tech entrepreneurs in Cape Town, by selecting teams that can disrupt the internet ecosystem with new ideas. Its 6-month programme provides seed capital, work space, mentorship, skill training and the network.",Co-working Space,-33.924266,18.448586,,,,,,,,
"open,",,,NE8T,,"See-Sa, Wong Sawang Town Center, Building 888, Building A, 1st floor., Wong Sawang Rd, Bangsui, Bangkok 10800, Thailand",,,,Incubator,,,http://www.ne8t.com/calendar/,,https://www.facebook.com/ne8t.bkk/,13.752188,100.53138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://movement.open.co/sites/default/files/styles/medium/public/DSCF6266-13.jpg?itok=DsAnYQ1b,,,,,,,,,,,,,,",  ","NE8T is a comaking space, school, and cafe for all makers. Our mission is to grow the movement of makers. We believe in learning by making",Lab,100.53138,13.752188,,,,,,,,
"open,",Entrepreneur,Africa,Impact Hub Johannesburg,South Africa,"4 De Beer Street, Braamfontein",Johannesburg,,"Innovators, creatives, IT geeks, and more use the space to meet, work and connect. The Hub is an environment that allows members to plug into a network of like minded people, change makers and expertise, which in turn allows them to scale their business, gain access to resource and increase the impacts of their work.    http://johannesburg.the-hub.net/    Hub Johannesburg  4 De Beer Street (cnr Smit Str)  Braamfontein  Johannesburg  2000, South Africa    'Tel: +27 (0) 11 048 2542    johannesburg.hosts@the-hub.net",Makerspace,"Hackerspace/Makerspace, Business Incubator, Distributed Community (no permanent physical location)",johannesburg.hosts@impacthub.net,http://johannesburg.impacthub.net,,https://www.facebook.com/impacthubjoburg,-26.195214,28.033444,,,,,,,,,,,,,,2010?,,,@impacthubjoburg,,,,,,,,,,,,,,,,,,,,Greg,Musiker,Director,http://movement.open.co/sites/default/files/styles/medium/public/impact-hub-johannesburg.jpeg?itok=e3gEDSix,"Working, Mentoring",Community,Physical,Global,,,,,4 De Beer St,Braamfontein,,Johannesburg,2000,"4 De Beer St, Braamfontein,  Johannesburg, 2000","Part of the Impact Hub Global Network, a community of collaborators focused on making a positive impact in our world. With relevant events and programmes it provides a stream of learning and networking opportunities for all members.",Co-working Space,-26.204103,28.047305,,,,,,,,
"open,","Entrepreneur, ",Africa,BongoHive Zambia,Zambia,"CDC Building, Opposite Chinese Embassy, Haile Selasie Avenue, Longacres, Lusaka, Zambia-- 25 Mpulungu Road (Next to Chita Lodge) Olympia Lusaka Zambia - See more at: http://bongohive.co.zm/contactus/#sthash.QekowogC.dpuf",Lusaka,,"BongoHive, based in Lusaka, Zambia, provides a place for the local tech community to meet, swap experiences, and attend training, networking and hackathon events.",Makerspace,"HackerSpaces,Technology Hubs",contactus@bongohive.com,http://bongohive.co.zm/contactus/,,https://www.facebook.com/bongohive/timeline,-15.417771,28.312251,,,,,,,,,,,,,,2011,,,@BongoHive,,,,,,,,,,,,,,,,,,,,Lukonga,Lindunda,Co-founder,http://movement.open.co/sites/default/files/styles/medium/public/bongohive-zambia.jpeg?itok=2xUWKkIT,"Mentoring, Investing, Learning",Tech,Physical,Local,,,,,25 Mpulungu Rd,Olympia Park,,Lusaka,,"25 Mpulungu Rd, Olympia Park,  Lusaka, ","A technology, innovation and sustainability hub that equips and connects creative technologists by providing hackathon events, forums for collaboration, information and training for skills enhancement, and exposure of local talent to potential clients, investors and partners.",Co-working Space,28.303932,-15.391853,,,,,,,,
"open,",,,Makerspace Thailand,Thailand,"î7 Rachadamnoen Road Soi 4, Tambon Si Phum, Muang, 50200, Thailand",,,,Makerspace,,,,,https://www.facebook.com/makerspaceth,18.786483,98.991601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://movement.open.co/sites/default/files/styles/medium/public/image103.jpg?itok=6NVfFfkf,,,,,,,,,7/2 Ratchadamnoen Soi 4 ,Chiang Mai,Thailand,,,"7/2 Ratchadamnoen Soi 4 , Chiang Mai, Thailand,  ",A prototying and product design community centre in‘Chiang Mai.,Lab,98.991601,18.786483,,,,,,,,
"open, fab lab, makery",Civil Society Led,Africa,Icecairo,Egypt,"32 Sabri Abo Alam Street, 1st floor, apartment 8, Downtown, Just off Talaat Harb Square, behind the legendary Tahrir Square.","Cairo,",,"icecairo is a not-for-profit, community-powered green tech innovation hub. We work together to solve environmental and social challenges using the brilliance of the icecairo community, and to turn these challenges in to green businesses. By convening workshops around specific challenges, the icecairo community is able to identify solutions. We then use our fablab's rapid prototyping machinery to create and evolve these solutions into real world green products. These products can then be sold by sustainable businesses, powered by and employing young Egyptians. In this way icecairo embodies it's mission: green tech innovation for youth job creation.    icecairo offers two incredible spaces for innovation, collaboration and entrepreneurship. Our physical hub (the downtown hub) is a space where people can co-work, attend / run events, and use the fablab to make / hack &quot;green&quot; products. Our online hub is a collection of platforms: a website, a wiki, a mapping system, an e-learning platform and an e-commerce site, all designed to maximise collaboration within the icecairo community.    Together with our partners in civil society, the private sector, government and academia, icecairo believes it can turn almost any challenge in to a sustainable business opportunity.",Incubator,"Technology Hubs,HackerSpaces, incubator, fab lab","info@icecairo.com, salmaadel90@gmail.com",http://icecairo.com/,Tel: +20 2 2390-3874,<https://www.fablabs.io/icecairo> <https://africahubs.crowdmap.com/reports/view/117>,30.046648,31.240358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salma,Adel,Hub Manager,http://movement.open.co/sites/default/files/styles/medium/public/10474875_661878720566937_5106711267688097194_o.jpg?itok=dhjvQCaU,"Learning, Making, Working, Sharing, Mentoring","Science, Tech, Community, Youth, Design","Physical, Digital",Global,,,,,The GrEEK Campus,28 Falaki Street,Downtown,Cairo,,,,,,,,,,,,,,
"open, hackerspaces",Informal group,Europe,Access space,United Kingdom,"Access Space, AVEC Building, 3-7 Sidney Street, Sheffield, S1 4RG, UK, S1 4RG, Sheffield, United Kingdom","Sheffield, South Yorkshire",,"At place where people interested in art, design, computers, recycling, music, electronics, photography and more meet like-minded people, share and develop skills and work on creative, enterprising and technical projects. Access Space runs Refab Space, a DIY FabLab with its suite of rapid prototyping tools.",Makerspace,Makerspace,access@access-space.org,http://access-space.org/,,https://www.facebook.com/accessspace,53.376233,-1.467734,,"3D Printer, Lasercutter, CNC, Soldering Iron, Drill Press",,,https://wiki.hackerspaces.org/Access_Space,active,,,,http://access-space.org/mailout,41965,,,39907,899,,,,$0 - Access Space is Free!,,,Sheffield,South Yorkshire,,2400 sqft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
